Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
28/02/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2168731,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU2NDgwODY2NTA4MzM0IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1356480866508334,facebook,post,link,Brand's content,UN Security Council removes Jabhat Al Nusra and HTS from sanctions list | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,The move follows the delisting in November of Syria’s President Ahmad Al Shara.,https://www.thenationalnews.com/news/us/2026/02/27/un-security-council-removes-jabhat-al-nusra-and-hts-from-sanctions-list/?utm_medium=Social&utm_source=Facebook#Echobox=1772234995,https://www.facebook.com/148788988477345_1356480866508334,,7,,0.003227694,D,,no sentiment,0,0%,0,0%,1,100%,6,,1,,,0,,FALSE,FALSE,,,19,organic,6,0,0,0,0,0,,,,,2663,0,2663,3330,0,3330,0.57%,0.71%,,,7,6,6,1,,,12,,7,5,3330,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047244,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc1ODIyNzUxMDYzMzY3ODMiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027582275106336783,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Debt pressures cast shadow over Egypt’s economy in crossroads year https://t.co/yad05f3Jnm,,https://twitter.com/20583993/status/2027582275106336783,,1,,0.0009549,,,,,,,,,,1,,0,,,0,,,,,,9,,,,,,,,,,,,,,,931,,931,0.97%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2168731,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU2NDkxNzM2NTA3MjQ3IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1356491736507247,facebook,post,link,Brand's content,Dubai Collection Nights brings a masterpiece owned by Sheikh Mohammed into public view | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,A Moustafa Fathi painting owned by the Dubai Ruler and more are on display at Al Safa Art & Design Library,https://www.thenationalnews.com/arts-culture/art-design/2026/02/28/dubai-collection-nights-brings-a-masterpiece-owned-by-sheikh-mohammed-into-public-view/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1772247884,https://www.facebook.com/148788988477345_1356491736507247,,2,,0.000922198,D,,,,,,,,,1,,0,,,1,,FALSE,FALSE,,,8,organic,1,0,0,0,0,0,,,,,1900,0,1900,2398,0,2398,0.33%,0.42%,,,2,1,1,,1,,6,,4,2,2398,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047244,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc1ODg1MTU5NjY0NjQ1MDEiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027588515966464501,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Syria's central bank launches reform review with top US consultant to rebuild global trust https://t.co/djkJYSXaGh,,https://twitter.com/20583993/status/2027588515966464501,,4,,0.0038195,,,no sentiment,0,0%,0,0%,1,100%,1,,1,,,2,,,,,,144,,,,,,,,,,,,,,,7588,,7588,1.90%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2169190,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU2NTI2MTkzMTcwNDY4IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1356526193170468,facebook,post,link,Brand's content,"Ramadan etiquette for non-Muslims: A guide to iftar, gifts and daily customs | The National",,https://www.facebook.com/TheNationalNews,148788988477345,The National,Expert tips on how to be supportive and respectful during the holy month.,https://www.thenationalnews.com/lifestyle/2026/02/23/ramadan-etiquette-for-non-muslims/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1772188604,https://www.facebook.com/148788988477345_1356526193170468,,3,,0.001383005,D,,,,,,,,,2,,0,,,1,,FALSE,FALSE,,,25,organic,1,1,0,0,0,0,,,,,2347,0,2347,3006,0,3006,0.83%,1.07%,,,3,2,2,,1,,22,,13,9,3006,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047235,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc2MDU2NTgxMjQ2NDQ2ODIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027605658124644682,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"'The last time Ramadan fell in February was in 1995. More than three decades on, the holy month once again meets the UAE in cooler weather and shorter days, a shift many residents, including me, have never experienced,' writes Thoraya Abdullahi. Read more https://t.co/RaCvlFIHXp",,https://twitter.com/20583993/status/2027605658124644682,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,9,,,,,,,,,,,,,,,945,,945,0.95%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,320423,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDMzMzcxMzYyNDgxODYwNjA4IiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7433371362481860608,linkedin,post,link,Brand's content,Why this winter Ramadan feels different – and it's a breath of fresh air | The National,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"'The last time Ramadan fell in February was in 1995. More than three decades on, the holy month once again meets the UAE in cooler weather and shorter days, a shift many residents, including me, have never experienced,' writes Thoraya Abdullahi. Read more",https://www.thenationalnews.com/lifestyle/2026/02/27/why-this-winter-ramadan-feels-different-and-its-a-breath-of-fresh-air/?utm_medium=Social&utm_source=LinkedIn#Echobox=1772253819-3,https://www.linkedin.com/feed/update/urn:li:share:7433371362481860608/,,7,,0.021846122,,,,,,,,,,7,7,0,,0,0,,,,,,27,,,,,,,,,,,,,,,9098,,9098,0.30%,,,,,7,,,,,20,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2169190,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU2NTQ0OTQ2NTAxOTI2IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1356544946501926,facebook,post,link,Brand's content,Why this winter Ramadan feels different – and it's a breath of fresh air | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"'The last time Ramadan fell in February was in 1995. More than three decades on, the holy month once again meets the UAE in cooler weather and shorter days, a shift many residents, including me, have never experienced,' writes Thoraya Abdullahi. Read more",https://www.thenationalnews.com/lifestyle/2026/02/27/why-this-winter-ramadan-feels-different-and-its-a-breath-of-fresh-air/?utm_medium=Social&utm_source=Facebook#Echobox=1772253819,https://www.facebook.com/148788988477345_1356544946501926,,10,,0.004610016,D,,,,,,,,,9,,0,,,1,,FALSE,FALSE,,,29,organic,9,0,0,0,0,0,,,,,3201,0,3201,4195,0,4195,0.69%,0.91%,,,10,9,9,,1,,19,,11,8,4195,,9,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2169190,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU2NTU1ODYzMTY3NTAxIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1356555863167501,facebook,post,link,Brand's content,Syria's central bank launches reform review with top US consultant to rebuild global trust | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"The review, backed by US pressure, is seen as crucial to convincing foreign banks that the financial system is safe to re-enter",https://www.thenationalnews.com/news/mena/2026/02/28/syrias-central-bank-launches-reform-review-with-top-us-consultant-to-rebuild-global-trust/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1772248801,https://www.facebook.com/148788988477345_1356555863167501,,3,,0.001383005,D,,,,,,,,,3,,0,,,0,,FALSE,FALSE,,,15,organic,3,0,0,0,0,0,,,,,2884,0,2884,3576,0,3576,0.42%,0.52%,,,3,3,3,,,,12,,5,7,3576,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047236,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc2MTQxMzg1NTQzMzU2NTQiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027614138554335654,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Our cartoonist's take on the conflict between Pakistan and Afghanistan https://t.co/S74EgAHl71,,https://twitter.com/20583993/status/2027614138554335654,,1,,0.0009549,,,,,,,,,,0,,0,,,1,,,,,,10,,,,,,,,,,,,,,,869,,869,1.15%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047237,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc2MTQxNzIwNjcwOTQ2OTIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027614172067094692,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"▪️The young Palestinians joining the long queue to enlist with Gaza’s new police force▪️With cyber criminals becoming ever more sophisticated, how can you protect yourself?▪️The former BBC executive who took the plunge on the Cairo stand-up comedy scene▪️Weekend Essay: #Ramadan should be a time of simplicity – it’s becoming a season of excesshttps://t.co/Xt345NymqU",,https://twitter.com/20583993/status/2027614172067094692,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,6,,,,,,,,,,,,,,,793,,793,0.76%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2169190,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU2NTcwNTgzMTY2MDI5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1356570583166029,facebook,post,link,Brand's content,"Cartoon for February 28, 2026 | The National",,https://www.facebook.com/TheNationalNews,148788988477345,The National,Our cartoonist's take on the conflict between Pakistan and Afghanistan,https://www.thenationalnews.com/opinion/cartoon/2026/02/27/cartoon-for-february-28-2026/?utm_medium=Social&utm_source=Facebook#Echobox=1772253423-1,https://www.facebook.com/148788988477345_1356570583166029,,4,,0.001844006,D,,,,,,,,,4,,0,,,0,,FALSE,FALSE,,,17,organic,4,0,0,0,0,0,,,,,3197,0,3197,3988,0,3988,0.43%,0.53%,,,4,4,4,,,,13,,10,3,3988,,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28/02/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047236,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc2MTk4MTczNjkzMzM5NTEiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027619817369333951,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,'I wish I could have left the country': Iranians await war as latest round of US nuclear talks end https://t.co/3xfWYCdPqj,,https://twitter.com/20583993/status/2027619817369333951,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,12,,,,,,,,,,,,,,,1236,,1236,0.97%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
