dictionaryWordId,dictionaryId,correct,wordType,isWarning,isReference,status,frequency,relevance,warningType,listId,name,creatorUserId,clientComment,search
36881807,1000143,Ahmad Al Shara,3,0,0,1,1,21,0,1,The National,30889,Syrian President,"Ahmad Al Sharaa, Ahmed Al Shara, Ahmad AlShara"
55345,1000143,"air conditioner (n), air conditioning (n), air-condition (v), air-conditioned (adj)",1,0,1,1,1,29,0,1,The National,9220,Always spell out in text. AC is acceptable in quotes and headlines.,
55201,1000143,air show,1,0,0,1,1,23,0,1,The National,9220,,airshow
55046,1000143,air strike,1,0,0,1,1,23,0,1,The National,9217,,airstrike
55195,1000143,airbase,1,0,0,1,1,23,0,1,The National,9220,,air base
55079,1000143,AK-47,2,0,0,1,1,23,0,1,The National,9217,,AK47
54061,1000143,Al Ain,2,0,1,5,1,29,0,5,The National,9217,"The eastern region of the emirate of Abu Dhabi, including the city of the same name.",
55148,1000143,Al Aqsa,2,0,0,3,1,31,0,3,The National,9217,,
55205,1000143,Al Dhafra,2,0,0,1,1,21,0,1,The National,9220,The western region of the emirate of Abu Dhabi. Note: no longer Al Gharbia or the Western Region.,Al Gharbia
2978132,1000143,Al Hudayriyat Island,3,0,0,1,1,29,0,1,The National,27299,Leisure and entertainment island in Abu Dhabi,
36794921,1000143,Al Qaeda,3,0,0,1,1,23,0,1,The National,30889,,al Qaeda
56455,1000143,Al Shabab,2,0,0,1,1,23,0,1,The National,9220,,Al Shebab
55346,1000143,"Al, El",2,0,1,1,1,29,0,1,The National,9220,"Uppercase in all proper names (Nasser Al Khalili, Al Jazeera, Ras Al Khaimah). In people’s names, retain on subsequent references (Mr Al Khalili). Avoid using next to the: thus, Bashar Al Assad, but the Assad regime. Hyphenate only when we know it’s expected (Brownie points alert) as in Mina Al-Oraibi. In some cases, Al and El are flush with the family name, as in Mohamed ElBaradei and our own Mina Aldroubi. Reporters should ask for their subject’s preference. Failing that, our style is a separate Al, not El. In headlines it can be dropped. Assad ",
54595,1000143,alcohol,1,1,0,1,1,31,1,1,The National,9217,,
54843,1000143,alhamdulillah,1,0,0,1,1,23,0,1,The National,9217,,alhamdulilah
56409,1000143,Ali Abdullah Saleh,2,0,0,1,1,29,0,1,The National,9220,Former president of Yemen (assassinated).,
55206,1000143,alibi,1,1,0,1,1,29,1,1,The National,9220,Not an excuse; it means proof of being elsewhere.,
55083,1000143,all right,1,0,0,1,1,21,0,1,The National,9217,Not alright,alright
55082,1000143,all-rounder,1,0,0,1,1,23,0,1,The National,9217,,allrounder
55208,1000143,all-time,1,1,0,1,1,29,1,1,The National,9220,All-time high and all-time record are tautologies. Avoid.,
55347,1000143,alleged,1,0,1,1,1,29,0,1,The National,9220,"Alleged and similar words are redundant when attributing something to police or prosecutors (Police charged him with allegedly murdering the sub-editor with a croquet mallet is unnecessary. Instead say The reporter beat the sub-editor about the head with a croquet mallet, police said.) ",
55211,1000143,alumni,1,1,0,1,1,29,1,1,The National,9220,Prefer past students or former students.,
55213,1000143,Alzheimer’s disease,2,0,0,1,1,31,0,1,The National,9220,,
55353,1000143,"am, pm",1,0,1,1,1,29,0,1,The National,9220,"Lowercase, no full-stops (9.30am yesterday). Avoid the redundant 4.15pm yesterday afternoon. Also, 11am, not 11.00am.",
55214,1000143,amnesty,1,1,0,1,1,29,1,1,The National,9220,An amnesty is a general pardon granted to a group. A pardon is for individuals.,
55216,1000143,amphitheatre,1,0,0,1,1,29,0,1,The National,9220,"A circular or oval open-air arena in which the audience surrounds the performance area. Not to be confused with a theatre, in which the audience is in a semi-circle or on up to three sides of the stage.",
56789,1000143,and,1,0,1,1,1,29,0,1,The National,9217,should&nbsp;NEVER be replaced with a comma in a headline.,
2976939,1000143,and a half,1,0,0,1,2,29,0,1,The National,27299,Remember not to hyphenate phrases such as two and a half unless they are part of an adjective. For example: I ate two and a half Big Macs but she went on a two-and-a-half-hour journey. ,
55217,1000143,annex,1,1,0,1,1,29,1,1,The National,9220,"annex (v), annexe (n)",
55218,1000143,annexe,1,0,0,1,1,29,0,1,The National,9220,"annexe (n),&nbsp;annex (v)",
55219,1000143,anniversary,1,0,0,1,1,29,0,1,The National,9220,"Because anniversary is derived from and retains the meaning of the Latin annus, meaning year, the phrase one-year anniversary is a tautology and six-month anniversary is just silly.",
54242,1000143,anti-clockwise,1,0,0,1,1,23,0,1,The National,9217,,counter-clockwise
55088,1000143,anti-virus,1,0,0,1,1,31,0,1,The National,9217,,
55221,1000143,anticipate,1,1,0,1,1,29,1,1,The National,9220,Anticipate means to act in expectation of an event. It is not a synonym for expect.,
56797,1000143,antisocial,1,0,0,3,1,23,0,3,The National,9217,,anti-social
54736,1000143,antiterror,1,0,0,1,1,23,0,1,The National,9217,,anti-terror
54734,1000143,antiterrorism,1,0,0,1,1,23,0,1,The National,9217,,anti-terrorism
54820,1000143,antitrust,1,0,0,1,1,23,0,1,The National,9217,,anti-trust
55089,1000143,antiviral,1,0,0,1,1,31,0,1,The National,9217,,
36578583,1000143,Antonio Guterres,3,0,0,1,1,23,0,1,The National,27299,,António Guterres
55222,1000143,any more,1,0,0,1,1,23,0,1,The National,9220,,anymore
55009,1000143,app,2,0,0,1,1,29,0,1,The National,9217,Acceptable as an abbreviation for application in a software context.,
55090,1000143,aqueduct,1,0,0,1,1,23,0,1,The National,9217,,aquaduct
56819,1000143,ar,1,0,0,3,1,31,0,3,The National,9217,,
55228,1000143,Arab Spring,2,1,0,1,1,29,1,1,The National,9220,Do not use. Prefer Arab uprisings,
55712,1000143,Arabian Gulf,2,0,0,1,1,23,0,1,The National,9220,,Persian Gulf
54074,1000143,arabised,1,1,0,1,1,31,1,1,The National,9217,,
55231,1000143,Arctic,2,1,0,1,1,29,1,1,The National,9220,"Uppercase proper nouns (the Arctic, Arctic Circle, Arctic Ocean). Lowercase when used as a modifier (the arctic cold).",
55232,1000143,Argentine,2,1,0,1,1,29,1,1,The National,9220,Argentine (n); Argentinian (adj)  People from Argentina are Argentines. Anything pertaining to them or their country is Argentinian.,
55233,1000143,Argentinian,2,1,0,1,1,29,1,1,The National,9220,Argentinian (adj);&nbsp;Argentine (n) People from Argentina are Argentines. Anything pertaining to them or their country is Argentinian.,
55357,1000143,armed forces,1,0,1,1,1,29,0,1,The National,9220,"Uppercase specific sections of the UAE Armed Forces (the UAE Navy, the UAE Air Force, etc). Same with other countries as long as it is the recognised name. Syrian Democratic Forces, Israeli Defence Force, the US Marine Corps (but not the US marines).",
55234,1000143,around,1,0,0,1,1,29,0,1,The National,9220,"round, around Round is specific (He went round the world / block / park). Around is non-specific (He wandered around the world / block / park). Do not use issues around, and do not use around when you mean about (we had discussions around social welfare).",
55235,1000143,arrest,1,1,0,1,1,29,1,1,The National,9220,Do not use the phrase arrested for&nbsp; (The editor was arrested for robbery) because it implies guilt. You can write arrested on a charge of robbery if the person has been charged. If they have yet to be charged write something such as arrested on suspicion of robbery.,
55236,1000143,arrested,1,1,0,1,1,29,1,1,The National,9220,Do not use the phrase&nbsp;arrested for&nbsp;&nbsp;(The editor was arrested for robbery) because it implies guilt. You can write&nbsp;arrested on a charge of robbery&nbsp;if the person has been charged. If they have yet to be charged write something such as&nbsp;arrested on suspicion of robbery.,
55359,1000143,artworks,1,0,1,1,1,29,0,1,The National,9220,"Italicise titles of paintings and other works of art (Mona Lisa, The Thinker), not the names of art exhibitions.",
2978133,1000143,Ashraf Ghani,3,0,0,1,1,29,0,1,The National,27299,Former president of Afghanistan,
54863,1000143,assalamu alaykum,1,0,0,1,1,31,0,1,The National,9217,,
55360,1000143,assassination,1,1,0,1,1,29,1,1,The National,9220,Use only for the killing of a prominent person for political reasons.,
55243,1000143,attendee,1,1,0,1,1,29,1,1,The National,9220,"A ghastly word. Prefer delegates, visitors or those attending. Also avoid returnee.",
55244,1000143,attorney,1,1,0,1,1,29,1,1,The National,9220,"Use lawyer, except in cases of a US attorney, who is a federal prosecutor",
55245,1000143,attorneys general,1,0,0,1,1,23,0,1,The National,9220,,attorney generals
55365,1000143,attribution,1,0,1,1,1,29,0,1,The National,9220,"For the sake of letting readers know we have collected the information, attribute quotes made to our reporters with told The National, but only on the first occasion and never in the first paragraph. It is not needed if the story carries an Exclusive label. Stories with first paragraphs such as At least 50 people died in a suicide bombing at a shopping centre in Damascus should not be followed by witnesses said, police said, doctors said or any variations or combinations thereof – especially not officials said. There’s time to introduce the sources in the second paragraph. And certainly not two police sources and local medics said. Equally, after Three major roads in Dubai will be closed for a month for repairs and maintenance, the added phrase the Roads and Transport Authority said is a statement of the obvious. It can also wait for the second paragraph. The medium through which the quotes are obtained is of interest to readers. Knuckles McGillicudy said in an email or in a phone call, or a tweet, or on Facebook. Readers must also know when we have obtained the information through other sources, which must be credited, but only after the first mention. If the agency is given a tagline to show the article was written by Agence France-Presse, we don’t have to attribute quotes to that agency. The National byline is provided when we have merged wire copy, with either others or our own, and quotes borrowed from agencies, even state-run agencies, must be attributed to them. However, if we are given different information from different agencies, as is often the case: Doctors told the Associated Press that 50 people died in the attack, but police quoted by Reuters said there were 51 dead, while Agence France-Presse said the death toll was 54, citing hospital staff. Prefer Reports of the number of dead ranged between 50 and 54.",
55252,1000143,avante-garde,1,0,0,1,1,23,0,1,The National,9220,,avante garde
55463,1000143,Ayatollah Ali Khameini,2,0,0,1,1,29,0,1,The National,9220,Iranian supreme leader.,
54612,1000143,Ayurveda,2,0,0,1,1,23,0,1,The National,9217,,ayuverda
54613,1000143,Ayurvedic,2,0,0,1,1,23,0,1,The National,9217,,ayuverdic
55096,1000143,Baath party,2,0,0,1,1,23,0,1,The National,9217,,Baath Party
55254,1000143,Bab Al Mandeb,2,0,0,1,1,21,0,1,The National,9220,The strait between the Red Sea and the Gulf of Aden. Refer to it as the Bab Al Mandeb strait.,Bab Al Mandeb strait
55255,1000143,baby boom,1,0,0,1,1,23,0,1,The National,9220,,baby-boom
55256,1000143,baby boomer,1,0,0,1,1,23,0,1,The National,9220,,baby-boomer
55257,1000143,babysit,1,0,0,1,1,23,0,1,The National,9220,,baby sit
55260,1000143,babysitter,1,0,0,1,1,23,0,1,The National,9220,,baby sitter
55261,1000143,babysitters,1,0,0,1,1,23,0,1,The National,9220,,baby sitters
55259,1000143,babysitting,1,0,0,1,1,23,0,1,The National,9220,,baby sitting
54075,1000143,back pay,1,0,0,1,1,23,0,1,The National,9217,,backpay
56820,1000143,back room,1,0,0,3,1,23,0,3,The National,9217,,backroom
56827,1000143,backup,1,0,0,3,1,23,0,3,The National,9217,,back-up
55263,1000143,bacteria,1,0,0,1,1,29,0,1,The National,9220,"bacterium (s), bacteria (pl) Do not confuse with a virus. Antibiotics are used to fight bacterial infections, not viruses.",
55262,1000143,bacterium,1,0,0,1,1,29,0,1,The National,9220,"bacterium (s), bacteria (pl) Do not confuse with a virus. Antibiotics are used to fight bacterial infections, not viruses.",
54406,1000143,Badgley Mischka,2,0,0,1,1,31,0,1,The National,9217,,
54912,1000143,Bahai,2,1,0,1,1,21,1,1,The National,9217,not Baha’i,Baha’i
54913,1000143,Bahais,2,0,0,1,1,31,0,1,The National,9217,,
55367,1000143,Baiji,2,1,0,1,1,29,1,1,The National,9220,City in Iraq. Not Beiji.,
55267,1000143,bail,1,0,0,1,1,29,0,1,The National,9220,"Bale is something made of hay; bail is on a set of cricket stumps, or a surety (The accused was freed on Dh50,000 bail; the judge set bail at Dh50,000",
55265,1000143,bail out,1,1,0,1,1,29,1,1,The National,9220,"bail out (v),&nbsp;bailout (n)",
55264,1000143,bailout,1,1,0,1,1,29,1,1,The National,9220,"bailout (n), bail out (v)",
55266,1000143,bale,1,1,0,1,1,29,1,1,The National,9220,"Bale is something made of hay; bail is on a set of cricket stumps, or a surety (The accused was freed on Dh50,000 bail; the judge set bail at Dh50,000).",
54407,1000143,Balenciaga,2,0,0,1,1,31,0,1,The National,9217,,
54408,1000143,Balmain,2,0,0,1,1,31,0,1,The National,9217,,
55268,1000143,Balochistan,2,0,0,1,1,21,0,1,The National,9220,"Area comprising the Pakistani province of Balochistan, the Iranian province of Sistan and Baluchestan and the southern areas of Afghanistan including Nimruz, Helmand and Kandahar provinces. Not Baluchistan. Its people are Balochs or Baluchs, not Baluchis, which may be considered pejorative.",Baluchistan
55269,1000143,banister,1,0,0,1,1,23,0,1,The National,9220,,bannister
55270,1000143,Baniyas,2,0,0,1,1,29,0,1,The National,9220,"For the Bedouin tribe and the outer city, but Sir Bani Yas Island",
55368,1000143,"banned, barred",1,0,1,1,1,29,0,1,The National,9220,"In general, things or actions are banned; living things are barred (John is barred from smoking in the house; smoking is banned in public places; dogs are barred from the park).",
54796,1000143,Banque Degroof,2,0,0,1,1,31,0,1,The National,9217,,
54220,1000143,barbecue,1,0,0,1,1,23,0,1,The National,9217,,barbeque
56759,1000143,Barham Salih,2,0,0,1,1,29,0,1,The National,9217,Former Iraqi president,
55369,1000143,barrel,1,0,1,1,1,29,0,1,The National,9220,"A barrel of oil, with which we are most concerned in this region, is a unit of volume, not a container: that would be a cask or a tun. A barrel is 159 litres, 42 US gallons or 35 imperial gallons. Oil production is calculated in barrels per day (not barrels a day). Spell out at first mention, then bpd.",
55272,1000143,based,1,1,0,1,1,29,1,1,The National,9220,"Do not use when you mean simply where someone lives and/or works. Or where a business operates if it is not multinational. Marks &amp; Spencer is a retail chain based in the UK because it has branches throughout the world. Sultan Sooud Al Qasemi is not a Sharjah-based art collector, because he does not have branches of himself elsewhere: he is an art collector in Sharjah.",
54517,1000143,Bashar Al Assad,2,0,0,1,1,29,0,1,The National,9217,President of Syria,
56747,1000143,Basra,1,0,0,3,1,21,0,3,The National,9217,City in Iraq,basra
55097,1000143,bated breath,1,0,0,1,1,23,0,1,The National,9217,,baited breath
54871,1000143,Batelco,2,0,0,1,1,31,0,1,The National,9217,,
55273,1000143,baulk,1,0,0,1,1,23,0,1,The National,9220,,balk
55011,1000143,Bayt,2,0,0,1,1,31,0,1,The National,9217,,
55370,1000143,BC,2,0,1,1,1,29,0,1,The National,9220,Follows dates (200BC). See AD,
54409,1000143,BCBG Max Azria,2,0,0,1,1,31,0,1,The National,9217,,
54060,1000143,beachfront,1,0,0,1,1,23,0,1,The National,9217,,beach front
54261,1000143,bedside table,1,0,0,1,1,23,0,1,The National,9217,,nightstand
54593,1000143,beer,1,1,0,1,1,31,1,1,The National,9217,,
36943658,1000143,Beersheba,3,0,0,1,1,21,0,1,The National,30889,Israeli city,Be'er Sheva
54918,1000143,before,1,0,0,1,1,21,0,1,The National,9217,Not prior to.,prior to
55371,1000143,beg the question,1,0,1,1,1,29,0,1,The National,9220,Does not mean to avoid a question or to invite it. It is a logical fallacy meaning to assume the truth of the thing you are trying to prove (Chocolate is healthy because it is good for you).,
54410,1000143,Behnaz Sarafpour,2,0,0,1,1,31,0,1,The National,9217,,
36960208,1000143,Beit Jinn,2,0,0,1,1,21,0,1,The National,30889,village in southern Syria,Beit Jin
55309,1000143,Beji Caid Essebsi,2,1,0,1,1,29,1,1,The National,9220,Former president of Tunisia. Mr Caid Essebsi at later references.,
55000,1000143,Bellway,2,0,0,1,1,31,0,1,The National,9217,,
2978134,1000143,benefitted,1,0,0,1,1,29,0,1,The National,27299,Not benefited.,
56746,1000143,Berat Albayrak,2,0,0,3,1,31,0,3,The National,9217,,
54411,1000143,Betsey Johnson,2,0,0,1,1,31,0,1,The National,9217,,
55372,1000143,beverage,1,0,0,1,1,29,0,1,The National,9220,"Prefer drink, except in Business stories about the food and beverage industry. Even there, F&amp;B is jargon, so spell it out.",
4203003,1000143,Beyonce,3,0,0,1,1,21,0,1,The National,27299,No accent on the e,Beyoncé
55373,1000143,bi,1,0,1,1,1,29,0,1,The National,9220,"A prefix best avoided because it can be confusing: bimonthly may mean twice a month or every two months. Same with biweekly, as we put in our Billionaires column. Fortnightly is more suitable. Be specific.",
54718,1000143,biannual,1,0,0,1,1,23,0,1,The National,9217,,bi-annual
54725,1000143,bidoon,1,0,0,1,1,23,0,1,The National,9217,,bridoon
54726,1000143,bidoons,1,0,0,1,1,23,0,1,The National,9217,,bridoons
54902,1000143,big hitter,1,0,0,1,2,23,0,1,The National,9217,,big-hitter
54900,1000143,big hitters,1,0,0,1,2,23,0,1,The National,9217,,bighitters
55374,1000143,billion,1,0,1,1,1,29,0,1,The National,9220,"A thousand million. Round to two decimal places (Dh6.88 billion project), but try to avoid decimals in headlines. Always spell it out, except when referring to a currency in a headline (Dh5bn, for example).",
54005,1000143,bitch,1,1,0,1,1,31,1,1,The National,9217,,
55276,1000143,Bitcoin,2,0,0,1,1,23,0,1,The National,9220,,bitcoin
54021,1000143,BlackBerrys,2,0,0,1,1,31,0,1,The National,9217,,
54530,1000143,BlackRock,2,0,0,1,1,31,0,1,The National,9217,,
54225,1000143,Blahnik,2,0,0,1,1,31,0,1,The National,9217,,
54231,1000143,bling,1,0,0,1,1,31,0,1,The National,9217,,
56832,1000143,Blinken,2,0,0,3,1,31,0,3,The National,9217,,
55375,1000143,"bloc, block",1,0,1,1,1,29,0,1,The National,9220,A bloc is a coalition of parties or nations formed to achieve a common purpose (the former Eastern bloc). But an apartment block.,
55278,1000143,blockchain,1,0,0,1,1,29,0,1,The National,9220,"Lowercase, one word. Distributed ledger technology, especially used in cryptocurrency. If you can explain what it means in easily understood terms, you should contact the Business desk as a matter of urgency.",
55279,1000143,blond,1,1,0,1,1,29,1,1,The National,9220,"A man is a blond, a women is a blonde.",
55280,1000143,blonde,1,0,0,1,1,29,0,1,The National,9220,"A women is a&nbsp;blonde,&nbsp;a&nbsp;man is a&nbsp;blond,&nbsp;",
54811,1000143,Blu-ray,2,0,0,1,1,31,0,1,The National,9217,,
54412,1000143,Blumarine,2,0,0,1,1,31,0,1,The National,9217,,
54529,1000143,boardroom,1,0,0,1,1,23,0,1,The National,9217,,board room
55376,1000143,boast,1,1,0,1,1,29,1,1,The National,9220,Do not use as a verb when you mean have or has. An apartment building does not boast two swimming pools: it just has them.,
55377,1000143,boasts,1,1,0,1,1,29,1,1,The National,9220,Do not use as a verb when you mean&nbsp;have&nbsp;or&nbsp;has.&nbsp;An apartment building does not&nbsp;boast&nbsp;two swimming pools: it just&nbsp;has&nbsp;them.,
54771,1000143,BoE,2,0,0,1,1,31,0,1,The National,9217,,
55098,1000143,boost,1,1,0,1,1,31,1,1,The National,9217,,
55378,1000143,"born, borne",1,0,1,1,1,29,0,1,The National,9220,"Born means birth (a child is born). Borne is the past participle of bear, meaning carried by someone or something (a load, a cost, a grudge are all borne). Some viruses are airborne.",
54951,1000143,Borse Dubai,2,0,0,1,1,31,0,1,The National,9217,,
55281,1000143,Botox,2,0,0,1,1,23,0,1,The National,9220,,botox
54413,1000143,Bottega Veneta,2,0,0,1,1,31,0,1,The National,9217,,
56815,1000143,bottom,1,0,0,3,1,31,0,3,The National,9217,,
55282,1000143,bouquet,1,0,0,1,1,21,0,1,The National,9220,A bunch of flowers. Bouquet of flowers&nbsp;is therefore a tautology.,bouquet of flowers
55379,1000143,brackets,1,0,1,1,1,29,0,1,The National,9220,"People don’t speak in brackets, so there is rarely any need to use them in text. Use parentheses ( ) only for incidental information, such as currency conversions. Use square brackets [ ] only for explanatory text in a quote, to clarify meaning. When the words inside square brackets are removed, the sentence must still make sense. If it doesn’t, you have misused the brackets. Here’s how not to use brackets:“[Customers] have told me they won’t shop here at night,” Mr Al Shamsi said. “[The mall] is a hangout. Unfortunately, some parents think they can drop off kids who are 14, 15, even younger. This is not a babysitting service.” Use partial quotes or paraphrase instead: Customers “have told me they won’t shop here at night”, Mr Al Shamsi said. He said the mall had become a hangout for teenagers. “Unfortunately, some parents think they can drop off kids who are 14, 15, even younger. This is not a babysitting service.” We have had ridiculous uses of square brackets, such as “A[n] elephant …”&nbsp; Just correct it and please, never use the sickly smug [sic]. It’s OK to make minor changes to correct quotes. If they require too much work they don’t deserve to be in the story, or they should be paraphrased.&nbsp;",
54275,1000143,break time,1,0,0,1,1,23,0,1,The National,9217,,recess
54746,1000143,breast-feeding,1,0,0,1,1,31,0,1,The National,9217,,
54747,1000143,breast-feedings,1,0,0,1,1,31,0,1,The National,9217,,
54538,1000143,breathalyser,1,0,0,1,1,23,0,1,The National,9217,,breathalyzer
55284,1000143,Britain,2,0,0,1,2,29,0,1,The National,9220,"Acceptable on all references for the United Kingdom or Great Britain, and prevents littering copy with the UK.",
56828,1000143,British Empire,2,0,0,3,1,23,0,3,The National,9217,,British empire
2976942,1000143,British royalty,3,0,0,1,1,29,0,1,The National,27299,"Use King Charles III on first mention. After that, use King Charles, the king or the monarch. King Charles is fine in headlines. Don’t introduce him as simply the King or introduce Queen Elizabeth as the Queen because this isn’t a British publication. No caps in royal family. Jubilees, such as the platinum jubilee, are lower case. Use Prince William and Prince Harry on first mention. After that you can repeat Prince William/Harry or say the Prince of Wales or the Duke of Sussex. Don’t call them simply Charles, William or Harry. Please refer to their wives by their first names only on first mention when they are introduced as a couple (Prince William and his wife Kate, or Catherine in a very formal context). She could be the Princess of Wales on second mention. When they are introduced on their own, refer to them as Kate, Princess of Wales, or Meghan, Duchess of Sussex. Don’t use Markle or Middleton because these are their maiden names. It’s fine to call them Meghan or Kate in headlines as long as the context is clear. Use Queen Consort Camilla on first mention followed by the queen consort. Follow the same approach for other European or Asian royalty. But royal titles in the Middle East should be capped on all mentions whenever you are referring to the specific person (Saudi Crown Prince to visit UAE&nbsp;).",
55283,1000143,Britons,2,0,0,1,1,21,0,1,The National,9220,"May be used to describe the citizens of England, Scotland, Wales and Northern Ireland, but the specific terms are often better. Do not use Brits.",Brits
55285,1000143,brokerage,1,1,0,1,1,29,1,1,The National,9220,"What a stockbroking firm does, not what it is.",
54652,1000143,brokering,1,0,0,1,1,31,0,1,The National,9217,,
55286,1000143,brutal murder,1,1,0,1,1,29,1,1,The National,9220,Do not write a brutal murder or brutally raped. Kind and gentle instances of such crimes are rare.,
55288,1000143,brutalise,1,1,0,1,1,21,1,1,The National,9220,"Means to make someone brutal, inhuman or unfeeling: life in the refugee camp brutalised him. It does not mean to behave in a brutal way, although it is often the consequence.",brutalize
55287,1000143,brutally raped,1,1,0,1,1,29,1,1,The National,9220,Do not write&nbsp;a brutal murder&nbsp;or&nbsp;brutally raped. Kind and gentle instances of such crimes are rare.,
55380,1000143,bullet,1,0,1,1,1,29,0,1,The National,9220,"The projectile, usually metal, expelled from a firearm. The bullet plus its metal casing, powder and primer is the cartridge, or round. What remains after the bullet is fired is the casing.",
55289,1000143,bullseye,1,0,0,1,2,23,0,1,The National,9220,,bull's-eye
54262,1000143,bungalow,1,0,0,1,1,23,0,1,The National,9217,,one storey house
54184,1000143,Bur Dubai,2,0,0,1,1,31,0,1,The National,9217,,
54732,1000143,Buraimi,2,0,0,1,1,31,0,1,The National,9217,,
54224,1000143,Burberry,2,0,0,1,1,31,0,1,The National,9217,,
55381,1000143,burgeoning,1,1,0,1,1,29,1,1,The National,9220,"Means budding, not spreading or booming.",
55291,1000143,burgled,1,0,0,1,1,21,0,1,The National,9220,"A house is burgled, not burglarised.",burglarise
54729,1000143,Burj,2,0,0,1,1,31,0,1,The National,9217,,
54765,1000143,Burj Dubai,2,0,0,1,1,31,0,1,The National,9217,,
55292,1000143,BurJuman,2,0,0,1,1,21,0,1,The National,9220,Shopping centre in Dubai.,Burjuman
